ID_unidad_tfecha,Año,Fecha,Mes_num,Trimestre,Clues,Jurisdicción,Mes,Municipio,Unidad,Turno,Localidad,Consultorios Médicos,Tipologia,Aportacion_de_nucleos,Medicos_Turno,Nucleos_por_turno,Razón_nuclear_turno,JornadasxUnidad,Remover,Consultas_de_unidad
QTSSA000830;45337,2024,2024-02-15,2,T1,QTSSA000830,QUERÉTARO,Febrero,CORREGIDORA,SANTA BÁRBARA,E1,URBANO,3,URBANO DE 06 NÚCLEOS BÁSICOS,0.6,2,2,1,124,0,682
QTSSA000830;45366,2024,2024-03-15,3,T1,QTSSA000830,QUERÉTARO,Marzo,CORREGIDORA,SANTA BÁRBARA,E1,URBANO,3,URBANO DE 06 NÚCLEOS BÁSICOS,0.6,2,2,1,124,0,678
QTSSA000842;45214,2023,2023-10-15,10,T4,QTSSA000842,QUERÉTARO,Octubre,CORREGIDORA,LOS ÁNGELES,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,194
QTSSA000842;45245,2023,2023-11-15,11,T4,QTSSA000842,QUERÉTARO,Noviembre,CORREGIDORA,LOS ÁNGELES,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,182
QTSSA000842;44941,2023,2023-01-15,1,T1,QTSSA000842,QUERÉTARO,Enero,CORREGIDORA,LOS ÁNGELES,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,199
QTSSA000842;45275,2023,2023-12-15,12,T4,QTSSA000842,QUERÉTARO,Diciembre,CORREGIDORA,LOS ÁNGELES,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,170
QTSSA000842;44972,2023,2023-02-15,2,T1,QTSSA000842,QUERÉTARO,Febrero,CORREGIDORA,LOS ÁNGELES,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,3,2,1.5,40,0,179
QTSSA000842;45000,2023,2023-03-15,3,T1,QTSSA000842,QUERÉTARO,Marzo,CORREGIDORA,LOS ÁNGELES,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,3,2,1.5,40,0,251
QTSSA000842;45031,2023,2023-04-15,4,T2,QTSSA000842,QUERÉTARO,Abril,CORREGIDORA,LOS ÁNGELES,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,168
QTSSA000842;45061,2023,2023-05-15,5,T2,QTSSA000842,QUERÉTARO,Mayo,CORREGIDORA,LOS ÁNGELES,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,224
QTSSA000842;45092,2023,2023-06-15,6,T2,QTSSA000842,QUERÉTARO,Junio,CORREGIDORA,LOS ÁNGELES,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,241
QTSSA000842;45122,2023,2023-07-15,7,T3,QTSSA000842,QUERÉTARO,Julio,CORREGIDORA,LOS ÁNGELES,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,176
QTSSA000842;45153,2023,2023-08-15,8,T3,QTSSA000842,QUERÉTARO,Agosto,CORREGIDORA,LOS ÁNGELES,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,214
QTSSA000842;45184,2023,2023-09-15,9,T3,QTSSA000842,QUERÉTARO,Septiembre,CORREGIDORA,LOS ÁNGELES,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,210
QTSSA000842;45306,2024,2024-01-15,1,T1,QTSSA000842,QUERÉTARO,Enero,CORREGIDORA,LOS ÁNGELES,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,221
QTSSA000842;45337,2024,2024-02-15,2,T1,QTSSA000842,QUERÉTARO,Febrero,CORREGIDORA,LOS ÁNGELES,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,3,2,1.5,40,0,182
QTSSA000842;45366,2024,2024-03-15,3,T1,QTSSA000842,QUERÉTARO,Marzo,CORREGIDORA,LOS ÁNGELES,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,178
QTSSA000854;45214,2023,2023-10-15,10,T4,QTSSA000854,QUERÉTARO,Octubre,CORREGIDORA,JOAQUÍN HERRERA ( LA CUEVA ),M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,194
QTSSA000854;45245,2023,2023-11-15,11,T4,QTSSA000854,QUERÉTARO,Noviembre,CORREGIDORA,JOAQUÍN HERRERA ( LA CUEVA ),M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,197
QTSSA000854;44941,2023,2023-01-15,1,T1,QTSSA000854,QUERÉTARO,Enero,CORREGIDORA,JOAQUÍN HERRERA ( LA CUEVA ),M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,212
QTSSA000854;45275,2023,2023-12-15,12,T4,QTSSA000854,QUERÉTARO,Diciembre,CORREGIDORA,JOAQUÍN HERRERA ( LA CUEVA ),M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,183
QTSSA000854;44972,2023,2023-02-15,2,T1,QTSSA000854,QUERÉTARO,Febrero,CORREGIDORA,JOAQUÍN HERRERA ( LA CUEVA ),M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,189
QTSSA000854;45000,2023,2023-03-15,3,T1,QTSSA000854,QUERÉTARO,Marzo,CORREGIDORA,JOAQUÍN HERRERA ( LA CUEVA ),M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,191
QTSSA000854;45031,2023,2023-04-15,4,T2,QTSSA000854,QUERÉTARO,Abril,CORREGIDORA,JOAQUÍN HERRERA ( LA CUEVA ),M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,145
QTSSA000854;45061,2023,2023-05-15,5,T2,QTSSA000854,QUERÉTARO,Mayo,CORREGIDORA,JOAQUÍN HERRERA ( LA CUEVA ),M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,208
QTSSA000854;45092,2023,2023-06-15,6,T2,QTSSA000854,QUERÉTARO,Junio,CORREGIDORA,JOAQUÍN HERRERA ( LA CUEVA ),M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,201
QTSSA000854;45122,2023,2023-07-15,7,T3,QTSSA000854,QUERÉTARO,Julio,CORREGIDORA,JOAQUÍN HERRERA ( LA CUEVA ),M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,157
QTSSA000854;45153,2023,2023-08-15,8,T3,QTSSA000854,QUERÉTARO,Agosto,CORREGIDORA,JOAQUÍN HERRERA ( LA CUEVA ),M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,52
QTSSA000854;45184,2023,2023-09-15,9,T3,QTSSA000854,QUERÉTARO,Septiembre,CORREGIDORA,JOAQUÍN HERRERA ( LA CUEVA ),M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,62
QTSSA000854;45306,2024,2024-01-15,1,T1,QTSSA000854,QUERÉTARO,Enero,CORREGIDORA,JOAQUÍN HERRERA ( LA CUEVA ),M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,205
QTSSA000854;45337,2024,2024-02-15,2,T1,QTSSA000854,QUERÉTARO,Febrero,CORREGIDORA,JOAQUÍN HERRERA ( LA CUEVA ),M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,218
QTSSA000854;45366,2024,2024-03-15,3,T1,QTSSA000854,QUERÉTARO,Marzo,CORREGIDORA,JOAQUÍN HERRERA ( LA CUEVA ),M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,2,1,2,20,0,191
QTSSA000866;45214,2023,2023-10-15,10,T4,QTSSA000866,QUERÉTARO,Octubre,CORREGIDORA,LOS OLVERA,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,211
QTSSA000866;45245,2023,2023-11-15,11,T4,QTSSA000866,QUERÉTARO,Noviembre,CORREGIDORA,LOS OLVERA,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,3,2,1.5,40,0,195
QTSSA000866;44941,2023,2023-01-15,1,T1,QTSSA000866,QUERÉTARO,Enero,CORREGIDORA,LOS OLVERA,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,173
QTSSA000866;45275,2023,2023-12-15,12,T4,QTSSA000866,QUERÉTARO,Diciembre,CORREGIDORA,LOS OLVERA,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,3,2,1.5,40,0,176
QTSSA000866;44972,2023,2023-02-15,2,T1,QTSSA000866,QUERÉTARO,Febrero,CORREGIDORA,LOS OLVERA,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,184
QTSSA000866;45000,2023,2023-03-15,3,T1,QTSSA000866,QUERÉTARO,Marzo,CORREGIDORA,LOS OLVERA,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,194
QTSSA000866;45031,2023,2023-04-15,4,T2,QTSSA000866,QUERÉTARO,Abril,CORREGIDORA,LOS OLVERA,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,182
QTSSA000866;45061,2023,2023-05-15,5,T2,QTSSA000866,QUERÉTARO,Mayo,CORREGIDORA,LOS OLVERA,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,171
QTSSA000866;45092,2023,2023-06-15,6,T2,QTSSA000866,QUERÉTARO,Junio,CORREGIDORA,LOS OLVERA,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,215
QTSSA000866;45122,2023,2023-07-15,7,T3,QTSSA000866,QUERÉTARO,Julio,CORREGIDORA,LOS OLVERA,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,176
QTSSA000866;45153,2023,2023-08-15,8,T3,QTSSA000866,QUERÉTARO,Agosto,CORREGIDORA,LOS OLVERA,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,206
QTSSA000866;45184,2023,2023-09-15,9,T3,QTSSA000866,QUERÉTARO,Septiembre,CORREGIDORA,LOS OLVERA,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,163
QTSSA000866;45306,2024,2024-01-15,1,T1,QTSSA000866,QUERÉTARO,Enero,CORREGIDORA,LOS OLVERA,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,2,2,1,40,0,222
QTSSA000866;45337,2024,2024-02-15,2,T1,QTSSA000866,QUERÉTARO,Febrero,CORREGIDORA,LOS OLVERA,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,3,2,1.5,40,0,171
QTSSA000866;45366,2024,2024-03-15,3,T1,QTSSA000866,QUERÉTARO,Marzo,CORREGIDORA,LOS OLVERA,M,URBANO,2,URBANO DE 02 NÚCLEOS BÁSICOS,1,4,2,2,40,0,177
QTSSA000883;45214,2023,2023-10-15,10,T4,QTSSA000883,QUERÉTARO,Octubre,CORREGIDORA,SAN JOSÉ DE LOS OLVERA,M,URBANO,3,URBANO DE 03 NÚCLEOS BÁSICOS,1,3,3,1,60,0,237
QTSSA000883;45245,2023,2023-11-15,11,T4,QTSSA000883,QUERÉTARO,Noviembre,CORREGIDORA,SAN JOSÉ DE LOS OLVERA,M,URBANO,3,URBANO DE 03 NÚCLEOS BÁSICOS,1,3,3,1,60,0,210
QTSSA000883;44941,2023,2023-01-15,1,T1,QTSSA000883,QUERÉTARO,Enero,CORREGIDORA,SAN JOSÉ DE LOS OLVERA,M,URBANO,3,URBANO DE 03 NÚCLEOS BÁSICOS,1,3,3,1,60,0,205
QTSSA000883;45275,2023,2023-12-15,12,T4,QTSSA000883,QUERÉTARO,Diciembre,CORREGIDORA,SAN JOSÉ DE LOS OLVERA,M,URBANO,3,URBANO DE 03 NÚCLEOS BÁSICOS,1,3,3,1,60,0,179
QTSSA000883;44972,2023,2023-02-15,2,T1,QTSSA000883,QUERÉTARO,Febrero,CORREGIDORA,SAN JOSÉ DE LOS OLVERA,M,URBANO,3,URBANO DE 03 NÚCLEOS BÁSICOS,1,3,3,1,60,0,235
QTSSA000883;45000,2023,2023-03-15,3,T1,QTSSA000883,QUERÉTARO,Marzo,CORREGIDORA,SAN JOSÉ DE LOS OLVERA,M,URBANO,3,URBANO DE 03 NÚCLEOS BÁSICOS,1,3,3,1,60,0,261
QTSSA000883;45031,2023,2023-04-15,4,T2,QTSSA000883,QUERÉTARO,Abril,CORREGIDORA,SAN JOSÉ DE LOS OLVERA,M,URBANO,3,URBANO DE 03 NÚCLEOS BÁSICOS,1,3,3,1,60,0,229
QTSSA000883;45061,2023,2023-05-15,5,T2,QTSSA000883,QUERÉTARO,Mayo,CORREGIDORA,SAN JOSÉ DE LOS OLVERA,M,URBANO,3,URBANO DE 03 NÚCLEOS BÁSICOS,1,3,3,1,60,0,246
QTSSA000883;45092,2023,2023-06-15,6,T2,QTSSA000883,QUERÉTARO,Junio,CORREGIDORA,SAN JOSÉ DE LOS OLVERA,M,URBANO,3,URBANO DE 03 NÚCLEOS BÁSICOS,1,3,3,1,60,0,258
QTSSA000883;45122,2023,2023-07-15,7,T3,QTSSA000883,QUERÉTARO,Julio,CORREGIDORA,SAN JOSÉ DE LOS OLVERA,M,URBANO,3,URBANO DE 03 NÚCLEOS BÁSICOS,1,3,3,1,60,0,250
QTSSA000883;45153,2023,2023-08-15,8,T3,QTSSA000883,QUERÉTARO,Agosto,CORREGIDORA,SAN JOSÉ DE LOS OLVERA,M,URBANO,3,URBANO DE 03 NÚCLEOS BÁSICOS,1,2,2,1,40,0,86
QTSSA000883;45184,2023,2023-09-15,9,T3,QTSSA000883,QUERÉTARO,Septiembre,CORREGIDORA,SAN JOSÉ DE LOS OLVERA,M,URBANO,3,URBANO DE 03 NÚCLEOS BÁSICOS,1,2,2,1,40,0,114
QTSSA000883;45306,2024,2024-01-15,1,T1,QTSSA000883,QUERÉTARO,Enero,CORREGIDORA,SAN JOSÉ DE LOS OLVERA,M,URBANO,3,URBANO DE 03 NÚCLEOS BÁSICOS,1,4,3,1.333333333,60,0,216
QTSSA000883;45337,2024,2024-02-15,2,T1,QTSSA000883,QUERÉTARO,Febrero,CORREGIDORA,SAN JOSÉ DE LOS OLVERA,M,URBANO,3,URBANO DE 03 NÚCLEOS BÁSICOS,1,3,3,1,60,0,213
QTSSA000883;45366,2024,2024-03-15,3,T1,QTSSA000883,QUERÉTARO,Marzo,CORREGIDORA,SAN JOSÉ DE LOS OLVERA,M,URBANO,3,URBANO DE 03 NÚCLEOS BÁSICOS,1,5,3,1.666666667,60,0,205
QTSSA000895;45214,2023,2023-10-15,10,T4,QTSSA000895,CADEREYTA DE MONTES,Octubre,EZEQUIEL MONTES,EZEQUIEL MONTES,E1,URBANO,4,URBANO DE 04 NÚCLEOS BÁSICOS,0.6,2,2,1,184,0,1632
QTSSA000895;45245,2023,2023-11-15,11,T4,QTSSA000895,CADEREYTA DE MONTES,Noviembre,EZEQUIEL MONTES,EZEQUIEL MONTES,E1,URBANO,4,URBANO DE 04 NÚCLEOS BÁSICOS,0.6,2,2,1,184,0,1525
QTSSA000895;44941,2023,2023-01-15,1,T1,QTSSA000895,CADEREYTA DE MONTES,Enero,EZEQUIEL MONTES,EZEQUIEL MONTES,E1,URBANO,4,URBANO DE 04 NÚCLEOS BÁSICOS,0.6,3,3,1,216,0,1321
QTSSA000895;45275,2023,2023-12-15,12,T4,QTSSA000895,CADEREYTA DE MONTES,Diciembre,EZEQUIEL MONTES,EZEQUIEL MONTES,E1,URBANO,4,URBANO DE 04 NÚCLEOS BÁSICOS,0.6,3,3,1,196,0,1508
QTSSA000895;44972,2023,2023-02-15,2,T1,QTSSA000895,CADEREYTA DE MONTES,Febrero,EZEQUIEL MONTES,EZEQUIEL MONTES,E1,URBANO,4,URBANO DE 04 NÚCLEOS BÁSICOS,0.6,3,3,1,216,0,1458
QTSSA000895;45000,2023,2023-03-15,3,T1,QTSSA000895,CADEREYTA DE MONTES,Marzo,EZEQUIEL MONTES,EZEQUIEL MONTES,E1,URBANO,4,URBANO DE 04 NÚCLEOS BÁSICOS,0.6,3,3,1,196,0,1425
QTSSA000895;45031,2023,2023-04-15,4,T2,QTSSA000895,CADEREYTA DE MONTES,Abril,EZEQUIEL MONTES,EZEQUIEL MONTES,E1,URBANO,4,URBANO DE 04 NÚCLEOS BÁSICOS,0.6,3,3,1,216,0,1287
QTSSA000895;45061,2023,2023-05-15,5,T2,QTSSA000895,CADEREYTA DE MONTES,Mayo,EZEQUIEL MONTES,EZEQUIEL MONTES,E1,URBANO,4,URBANO DE 04 NÚCLEOS BÁSICOS,0.6,3,3,1,216,0,1682
QTSSA000895;45092,2023,2023-06-15,6,T2,QTSSA000895,CADEREYTA DE MONTES,Junio,EZEQUIEL MONTES,EZEQUIEL MONTES,E1,URBANO,4,URBANO DE 04 NÚCLEOS BÁSICOS,0.6,3,3,1,216,0,1714
QTSSA000895;45122,2023,2023-07-15,7,T3,QTSSA000895,CADEREYTA DE MONTES,Julio,EZEQUIEL MONTES,EZEQUIEL MONTES,E1,URBANO,4,URBANO DE 04 NÚCLEOS BÁSICOS,0.6,3,3,1,196,0,1611
QTSSA000895;45153,2023,2023-08-15,8,T3,QTSSA000895,CADEREYTA DE MONTES,Agosto,EZEQUIEL MONTES,EZEQUIEL MONTES,E1,URBANO,4,URBANO DE 04 NÚCLEOS BÁSICOS,0.6,2,2,1,204,0,1415
QTSSA000895;45184,2023,2023-09-15,9,T3,QTSSA000895,CADEREYTA DE MONTES,Septiembre,EZEQUIEL MONTES,EZEQUIEL MONTES,E1,URBANO,4,URBANO DE 04 NÚCLEOS BÁSICOS,0.6,2,2,1,184,0,1690
QTSSA000895;45306,2024,2024-01-15,1,T1,QTSSA000895,CADEREYTA DE MONTES,Enero,EZEQUIEL MONTES,EZEQUIEL MONTES,E1,URBANO,4,URBANO DE 04 NÚCLEOS BÁSICOS,0.6,3,3,1,176,0,1707
QTSSA000895;45337,2024,2024-02-15,2,T1,QTSSA000895,CADEREYTA DE MONTES,Febrero,EZEQUIEL MONTES,EZEQUIEL MONTES,E1,URBANO,4,URBANO DE 04 NÚCLEOS BÁSICOS,0.6,3,3,1,196,0,1643
QTSSA000895;45366,2024,2024-03-15,3,T1,QTSSA000895,CADEREYTA DE MONTES,Marzo,EZEQUIEL MONTES,EZEQUIEL MONTES,E1,URBANO,4,URBANO DE 04 NÚCLEOS BÁSICOS,0.6,3,3,1,176,0,1506
QTSSA000912;45214,2023,2023-10-15,10,T4,QTSSA000912,CADEREYTA DE MONTES,Octubre,EZEQUIEL MONTES,BERNAL,E1,URBANO,2,URBANO DE 03 NÚCLEOS BÁSICOS,0.6,1,1,1,72,0,655
QTSSA000912;45245,2023,2023-11-15,11,T4,QTSSA000912,CADEREYTA DE MONTES,Noviembre,EZEQUIEL MONTES,BERNAL,E1,URBANO,2,URBANO DE 03 NÚCLEOS BÁSICOS,0.6,1,1,1,72,0,695
QTSSA000912;44941,2023,2023-01-15,1,T1,QTSSA000912,CADEREYTA DE MONTES,Enero,EZEQUIEL MONTES,BERNAL,E1,URBANO,2,URBANO DE 03 NÚCLEOS BÁSICOS,0.6,1,1,1,72,0,721
QTSSA000912;45275,2023,2023-12-15,12,T4,QTSSA000912,CADEREYTA DE MONTES,Diciembre,EZEQUIEL MONTES,BERNAL,E1,URBANO,2,URBANO DE 03 NÚCLEOS BÁSICOS,0.6,1,1,1,72,0,607
QTSSA000912;44972,2023,2023-02-15,2,T1,QTSSA000912,CADEREYTA DE MONTES,Febrero,EZEQUIEL MONTES,BERNAL,E1,URBANO,2,URBANO DE 03 NÚCLEOS BÁSICOS,0.6,1,1,1,72,0,738
QTSSA000912;45000,2023,2023-03-15,3,T1,QTSSA000912,CADEREYTA DE MONTES,Marzo,EZEQUIEL MONTES,BERNAL,E1,URBANO,2,URBANO DE 03 NÚCLEOS BÁSICOS,0.6,1,1,1,72,0,815
QTSSA000912;45031,2023,2023-04-15,4,T2,QTSSA000912,CADEREYTA DE MONTES,Abril,EZEQUIEL MONTES,BERNAL,E1,URBANO,2,URBANO DE 03 NÚCLEOS BÁSICOS,0.6,1,1,1,72,0,583
QTSSA000912;45061,2023,2023-05-15,5,T2,QTSSA000912,CADEREYTA DE MONTES,Mayo,EZEQUIEL MONTES,BERNAL,E1,URBANO,2,URBANO DE 03 NÚCLEOS BÁSICOS,0.6,1,1,1,72,0,648
QTSSA000912;45092,2023,2023-06-15,6,T2,QTSSA000912,CADEREYTA DE MONTES,Junio,EZEQUIEL MONTES,BERNAL,E1,URBANO,2,URBANO DE 03 NÚCLEOS BÁSICOS,0.6,1,1,1,72,0,664
QTSSA000912;45122,2023,2023-07-15,7,T3,QTSSA000912,CADEREYTA DE MONTES,Julio,EZEQUIEL MONTES,BERNAL,E1,URBANO,2,URBANO DE 03 NÚCLEOS BÁSICOS,0.6,1,1,1,72,0,632
QTSSA000912;45153,2023,2023-08-15,8,T3,QTSSA000912,CADEREYTA DE MONTES,Agosto,EZEQUIEL MONTES,BERNAL,E1,URBANO,2,URBANO DE 03 NÚCLEOS BÁSICOS,0.6,1,1,1,72,0,703
QTSSA000912;45184,2023,2023-09-15,9,T3,QTSSA000912,CADEREYTA DE MONTES,Septiembre,EZEQUIEL MONTES,BERNAL,E1,URBANO,2,URBANO DE 03 NÚCLEOS BÁSICOS,0.6,1,1,1,72,0,803
QTSSA000912;45306,2024,2024-01-15,1,T1,QTSSA000912,CADEREYTA DE MONTES,Enero,EZEQUIEL MONTES,BERNAL,E1,URBANO,2,URBANO DE 03 NÚCLEOS BÁSICOS,0.6,1,1,1,52,0,885
QTSSA000912;45337,2024,2024-02-15,2,T1,QTSSA000912,CADEREYTA DE MONTES,Febrero,EZEQUIEL MONTES,BERNAL,E1,URBANO,2,URBANO DE 03 NÚCLEOS BÁSICOS,0.6,1,1,1,52,0,772
QTSSA000912;45366,2024,2024-03-15,3,T1,QTSSA000912,CADEREYTA DE MONTES,Marzo,EZEQUIEL MONTES,BERNAL,E1,URBANO,2,URBANO DE 03 NÚCLEOS BÁSICOS,0.6,1,1,1,52,0,684
QTSSA000936;45214,2023,2023-10-15,10,T4,QTSSA000936,CADEREYTA DE MONTES,Octubre,EZEQUIEL MONTES,LAS ROSAS,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,101
QTSSA000936;45245,2023,2023-11-15,11,T4,QTSSA000936,CADEREYTA DE MONTES,Noviembre,EZEQUIEL MONTES,LAS ROSAS,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,152
QTSSA000936;44941,2023,2023-01-15,1,T1,QTSSA000936,CADEREYTA DE MONTES,Enero,EZEQUIEL MONTES,LAS ROSAS,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,157
QTSSA000936;45275,2023,2023-12-15,12,T4,QTSSA000936,CADEREYTA DE MONTES,Diciembre,EZEQUIEL MONTES,LAS ROSAS,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,136
QTSSA000936;44972,2023,2023-02-15,2,T1,QTSSA000936,CADEREYTA DE MONTES,Febrero,EZEQUIEL MONTES,LAS ROSAS,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,143
QTSSA000936;45000,2023,2023-03-15,3,T1,QTSSA000936,CADEREYTA DE MONTES,Marzo,EZEQUIEL MONTES,LAS ROSAS,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,159
QTSSA000936;45031,2023,2023-04-15,4,T2,QTSSA000936,CADEREYTA DE MONTES,Abril,EZEQUIEL MONTES,LAS ROSAS,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,94
QTSSA000936;45061,2023,2023-05-15,5,T2,QTSSA000936,CADEREYTA DE MONTES,Mayo,EZEQUIEL MONTES,LAS ROSAS,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,145
QTSSA000936;45092,2023,2023-06-15,6,T2,QTSSA000936,CADEREYTA DE MONTES,Junio,EZEQUIEL MONTES,LAS ROSAS,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,152
QTSSA000936;45122,2023,2023-07-15,7,T3,QTSSA000936,CADEREYTA DE MONTES,Julio,EZEQUIEL MONTES,LAS ROSAS,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,100
QTSSA000936;45153,2023,2023-08-15,8,T3,QTSSA000936,CADEREYTA DE MONTES,Agosto,EZEQUIEL MONTES,LAS ROSAS,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,152
QTSSA000936;45184,2023,2023-09-15,9,T3,QTSSA000936,CADEREYTA DE MONTES,Septiembre,EZEQUIEL MONTES,LAS ROSAS,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,129
QTSSA000936;45306,2024,2024-01-15,1,T1,QTSSA000936,CADEREYTA DE MONTES,Enero,EZEQUIEL MONTES,LAS ROSAS,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,163
QTSSA000936;45337,2024,2024-02-15,2,T1,QTSSA000936,CADEREYTA DE MONTES,Febrero,EZEQUIEL MONTES,LAS ROSAS,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,147
QTSSA000936;45366,2024,2024-03-15,3,T1,QTSSA000936,CADEREYTA DE MONTES,Marzo,EZEQUIEL MONTES,LAS ROSAS,M,RURAL,1,RURAL DE 01 NÚCLEO BÁSICO,1,1,1,1,20,0,133
QTSSA000953;45214,2023,2023-10-15,10,T4,QTSSA000953,QUERÉTARO,Octubre,HUIMILPAN,HUIMILPAN,E1,URBANO,4,URBANO DE 06 NÚCLEOS BÁSICOS,0.6,2,2,1,184,0,769
QTSSA000953;45245,2023,2023-11-15,11,T4,QTSSA000953,QUERÉTARO,Noviembre,HUIMILPAN,HUIMILPAN,E1,URBANO,4,URBANO DE 06 NÚCLEOS BÁSICOS,0.6,1,1,1,152,0,804
QTSSA000953;44941,2023,2023-01-15,1,T1,QTSSA000953,QUERÉTARO,Enero,HUIMILPAN,HUIMILPAN,E1,URBANO,4,URBANO DE 06 NÚCLEOS BÁSICOS,0.6,2,2,1,144,0,748
QTSSA000953;45275,2023,2023-12-15,12,T4,QTSSA000953,QUERÉTARO,Diciembre,HUIMILPAN,HUIMILPAN,E1,URBANO,4,URBANO DE 06 NÚCLEOS BÁSICOS,0.6,1,1,1,132,0,804
QTSSA000953;44972,2023,2023-02-15,2,T1,QTSSA000953,QUERÉTARO,Febrero,HUIMILPAN,HUIMILPAN,E1,URBANO,4,URBANO DE 06 NÚCLEOS BÁSICOS,0.6,2,2,1,164,0,764
QTSSA000953;45000,2023,2023-03-15,3,T1,QTSSA000953,QUERÉTARO,Marzo,HUIMILPAN,HUIMILPAN,E1,URBANO,4,URBANO DE 06 NÚCLEOS BÁSICOS,0.6,2,2,1,164,0,795
